dance_ID;colony_ID;"colony_location_
x_coordinate";"colony_location_
y_coordinate";observation_start_date;observation_start_daytime;dance_date;dance_daytime;"number_of_
circuits";dance_duration;"mean_
circuit_duration";flight_distance;dance_angle;solar_azimuth_angle;flight_angle;"offset_
metres_N";"offset_
metres_E";"offset_
degrees_N";"offset_
degrees_E";"nest_site_
coordinates_N";"nest_site_
coordinates_E"
429;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;10:42;3;28.60;9.53;8030.46;4.30;119.53;123.83;-4470.60;6670.98;-0.04028;0.09570;51.05628;8.94333
430;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;10:51;8;23.80;2.98;636.91;28.90;122.05;150.95;-556.81;309.22;-0.00502;0.00444;51.09154;8.85207
431;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;10:52;7;19.00;2.71;506.15;5.40;122.34;127.74;-309.81;400.26;-0.00279;0.00574;51.09377;8.85337
432;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;12:00;6;19.50;3.25;788.10;347.80;144.92;132.72;-534.69;578.97;-0.00482;0.00831;51.09174;8.85594
433;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;12:02;4;25.60;6.40;4136.18;242.20;145.69;27.89;3655.77;1934.76;0.03293;0.02775;51.12949;8.87538
434;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;12:12;3;34.00;11.33;10267.59;336.90;149.61;126.51;-6108.66;8252.74;-0.05503;0.11839;51.04153;8.96602
435;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;12:13;5;17.40;3.48;927.09;352.20;150.01;142.21;-732.64;568.11;-0.00660;0.00815;51.08996;8.85578
436;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;12:21;6;15.20;2.53;421.53;297.60;153.26;90.86;-6.33;421.48;-0.00006;0.00605;51.09650;8.85368
437;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;12:22;5;23.70;4.74;2073.04;324.10;153.67;117.77;-965.99;1834.22;-0.00870;0.02631;51.08786;8.87394
438;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;12:31;6;17.40;2.90;598.14;301.80;157.45;99.25;-96.13;590.36;-0.00087;0.00847;51.09569;8.85610
439;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;12:31;4;17.80;4.45;1712.61;299.40;157.45;96.85;-204.23;1700.39;-0.00184;0.02439;51.09472;8.87202
440;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;12:40;4;41.20;10.30;8983.31;275.40;161.33;76.73;2062.73;8743.28;0.01858;0.12543;51.11514;8.97306
441;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;12:42;4;31.00;7.75;5814.03;274.80;162.20;77.00;1307.93;5665.01;0.01178;0.08127;51.10834;8.92890
442;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;12:51;5;14.80;2.96;629.08;310.50;166.18;116.68;-282.48;562.09;-0.00254;0.00806;51.09402;8.85569
443;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;12:52;8;23.70;2.96;630.38;313.50;166.63;120.13;-316.42;545.21;-0.00285;0.00782;51.09371;8.85545
444;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;14:02;6;18.70;3.12;712.93;215.40;198.40;53.80;421.09;575.29;0.00379;0.00825;51.10035;8.85588
445;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;14:03;3;36.30;12.10;11220.45;277.60;198.83;116.43;-4994.93;10047.34;-0.04500;0.14413;51.05156;8.99176
446;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;14:10;6;19.40;3.23;778.50;265.00;201.86;106.86;-225.74;745.05;-0.00203;0.01069;51.09453;8.85832
447;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;14:11;6;17.70;2.95;623.88;258.40;202.28;100.68;-115.65;613.07;-0.00104;0.00879;51.09552;8.85642
448;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;14:22;6;21.70;3.62;1016.08;304.20;206.89;151.09;-889.49;491.14;-0.00801;0.00705;51.08855;8.85468
449;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;14:24;4;26.80;6.70;4509.04;237.80;207.72;85.52;352.56;4495.23;0.00318;0.06449;51.09974;8.91212
450;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;14:31;3;24.60;8.20;6373.32;262.20;210.54;112.74;-2464.05;5877.72;-0.02220;0.08432;51.07436;8.93195
451;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;14:32;6;20.60;3.43;897.86;137.30;210.94;348.24;879.02;-182.95;0.00792;-0.00262;51.10448;8.84501
452;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;14:41;5;15.70;3.14;725.82;125.10;214.46;339.56;680.13;-253.46;0.00613;-0.00364;51.10269;8.84399
453;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;14:43;4;23.60;5.90;3514.75;203.00;215.23;58.23;1850.72;2988.03;0.01667;0.04286;51.11323;8.89049
454;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;14:51;3;49.40;16.47;16647.58;218.90;218.23;77.13;3708.52;16229.25;0.03341;0.23281;51.12997;9.08044
455;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;14:51;7;23.30;3.33;834.18;111.30;218.23;329.53;718.96;-423.02;0.00648;-0.00607;51.10304;8.84156
456;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;16:00;6;23.30;3.88;1206.13;187.20;240.33;67.53;460.99;1114.56;0.00415;0.01599;51.10071;8.86362
457;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;16:01;3;31.40;10.47;9190.45;208.00;240.61;88.61;223.63;9187.73;0.00201;0.13180;51.09857;8.97943
458;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;16:11;6;24.60;4.10;1380.02;193.70;243.31;77.01;310.23;1344.70;0.00279;0.01929;51.09935;8.86692
459;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;16:13;6;19.20;3.20;759.48;89.80;243.84;333.64;680.49;-337.25;0.00613;-0.00484;51.10269;8.84279
460;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;16:20;6;17.60;2.93;615.25;159.70;245.66;45.36;432.33;437.75;0.00389;0.00628;51.10045;8.85391
461;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;16:20;10;31.40;3.14;725.82;236.90;245.66;122.56;-390.59;611.77;-0.00352;0.00878;51.09304;8.85641
462;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;16:30;4;39.10;9.78;8330.81;203.80;248.18;91.98;-287.45;8325.85;-0.00259;0.11944;51.09397;8.96707
463;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;16:31;6;21.30;3.55;972.03;197.50;248.42;85.92;69.08;969.57;0.00062;0.01391;51.09718;8.86154
464;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;16:41;5;23.10;4.62;1923.90;121.20;250.85;12.05;1881.49;401.75;0.01695;0.00576;51.11351;8.85339
465;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;16:41;5;21.80;4.36;1618.60;180.70;250.85;71.55;512.16;1535.43;0.00461;0.02203;51.10117;8.86966
466;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;16:51;6;18.60;3.10;703.79;186.20;253.21;79.41;129.40;691.79;0.00117;0.00992;51.09773;8.85755
467;K_WW_4;51.09656;8.84763;19.5.2020;12:09;21.05.2020;16:51;7;23.60;3.37;859.91;150.50;253.21;43.71;621.63;594.15;0.00560;0.00852;51.10216;8.85615
